BorrowerName,BorrowerAddress,BorrowerCity,BorrowerZip,FranchiseName,NAICSCode,BorrowerZip_6dig,Race,Ethnicity
SACRED HEART CATHOLIC PARISH SAN DIEGO IN SAN DIEGO CALIFORN,4776 Saratoga Ave,San Diego,92107-2250,,813211.0,92107,Unanswered,Unknown/NotStated
"TERRAPACIFIC CONSULTANTS, INC.",4010 MORENA BLVD,SAN DIEGO,92117,,541330.0,92117,Unanswered,Unknown/NotStated
DYE PRECISION INC,10637 Scripps Summit Ct,San Diego,92131-3961,,339920.0,92131,White,Not Hispanic or Latino
DYE PRECISION INC,10637 SCRIPPS SUMMIT CT,SAN DIEGO,92131-3961,,332710.0,92131,White,Not Hispanic or Latino
"HOTCAKES NO. 18, INC.",4291 CAMINO DE LA PLAZA,SAN DIEGO,92173,,722511.0,92173,Unanswered,Unknown/NotStated
AJ INVESTMENT GROUP,5915 BABOA AVE.,SAN DIEGO,92111,,523910.0,92111,Unanswered,Unknown/NotStated
COMPREHENSIVE THERAPY SERVICES INC,5677 Oberlin Dr Ste 106,San Diego,92121-1741,,621340.0,92121,White,Not Hispanic or Latino
MASTE INC,1947 Fern St,San Diego,92102-1137,,722513.0,92102,Unanswered,Unknown/NotStated
1MORE USA INC.,10225 BARNES CANYON RD,SAN DIEGO,92121-2727,,334310.0,92121,Asian,Not Hispanic or Latino
SAN DIEGO PRINTING GROUP INC.,5560 RUFFIN RD Ste 5,SAN DIEGO,92123-1323,,561439.0,92123,White,Not Hispanic or Latino
"JXR CONSTRUCTORS, INC. DBA JXR DESIGN & RENOVATIONS",9750 BIRCH CANYON PL,SAN DIEGO,92126,,236220.0,92126,Unanswered,Hispanic or Latino
RADIOLOGY ONCOLOGY SYSTEMS INC.,6450 Lusk Blvd,San Diego,92121-2761,,423450.0,92121,Unanswered,Unknown/NotStated
"EL JARDIN RESTAURANT, LLC",2885 Perry Rd,San Diego,92106,,722511.0,92106,Unanswered,Unknown/NotStated
MYSENIORHEALTHPLAN.COM,225 BROADWAY STE 1510,SAN DIEGO,92101-5000,,524210.0,92101,Unanswered,Unknown/NotStated
WHITEBOARD RISK & INSURANCE SOLUTIONS LLC,8787 COMPLEX DR STE 202,SAN DIEGO,92123-1451,,524210.0,92123,Unanswered,Unknown/NotStated
"LAKSHMI HOSPITALITY GROUP, LLC",445 HOTEL CIR S,SAN DIEGO,92108-3402,TownePlace Suites by Marriott,721110.0,92108,Asian,Not Hispanic or Latino
AGILITY SQUARED INC,715 J ST STE 200,SAN DIEGO,92101-7110,,561990.0,92101,Unanswered,Unknown/NotStated
"COCINA 35, LLC",1435 6TH AVE,SAN DIEGO,92101-3204,,722511.0,92101,White,Hispanic or Latino
PLURAL PUBLISHING INC,5521 RUFFIN RD,SAN DIEGO,92123-1314,,511130.0,92123,Unanswered,Unknown/NotStated
TENCERSHERMAN LLP,12520 HIGH BLUFF DR SUITE 240,SAN DIEGO,92130-2062,,541110.0,92130,Unanswered,Unknown/NotStated
"PUNTO A CAPO RESTAURANT CONCEPT, LP",1526 INDIA ST,SAN DIEGO,92101,,722511.0,92101,Unanswered,Unknown/NotStated
FRISELLA NEILSON A PROFESSIONAL CORPORATION,2139 1st Ave,San Diego,92101-2013,,541110.0,92101,Unanswered,Not Hispanic or Latino
MPA ARCHITECTS INC,3578 30TH ST,SAN DIEGO,92104,,541310.0,92104,Unanswered,Unknown/NotStated
"OTAY MESA REPACKERS & DISTRIBUTORS, INC.",8578 Avenida Costa Blanca Suite 101,San Diego,92154,,424480.0,92154,Unanswered,Hispanic or Latino
"RAY FREY AUTO CENTER, INC.",7696 VICKERS ST,SAN DIEGO,92111-1526,,441310.0,92111,White,Unknown/NotStated
ROSS DENTAL CORPORATION,6902 Navajo Rd,San Diego,92119-1563,,621210.0,92119,Unanswered,Unknown/NotStated
HOTCAKES NO 13 INC,8440 Mira Mesa Blvd,San Diego,92126-2311,IHOP,722511.0,92126,Unanswered,Unknown/NotStated
"PARKS & SOLAR, LLP",501 W. BROADWAY Suite 1540,SAN DIEGO,92101-3536,,541110.0,92101,White,Not Hispanic or Latino
"HAWAIIAN FRESH SEAFOOD, INC.",6491 Weathers Place,SAN DIEGO,92121,,424460.0,92121,Unanswered,Unknown/NotStated
HOTCAKES RANCHO BERNARDO INC.,16759 BERNARDO CENTER DR,SAN DIEGO,92128,,722511.0,92128,Unanswered,Unknown/NotStated
BIG BLOCK REALTY INC,2820 Camino del Rio South,SAN DIEGO,92108-3821,,531210.0,92108,Unanswered,Unknown/NotStated
SIEENA INC,600 B ST STE 300,SAN DIEGO,92101-4505,,511210.0,92101,Unanswered,Unknown/NotStated
"RB SUSHI 3, INC.",3955 5TH AVE,SAN DIEGO,92103,,722511.0,92103,Unanswered,Unknown/NotStated
POINT LOMA SPORTFISHING ASSOCIATION OF SAN DIEGO INC,1403 SCOTT ST,SAN DIEGO,92106-2728,,487210.0,92106,Unanswered,Not Hispanic or Latino
COPPELL TRANSPORT INC.,10100 Airway Rd,San Diego,92154-7901,,484110.0,92154,Unanswered,Unknown/NotStated
BINGHAM CONSTRUCTION COMPANY INC,11440 W Bernardo Ct Ste 168,San Diego,92127-1642,,236220.0,92127,White,Not Hispanic or Latino
CRYSTAL PIER MOTEL INC,4500 Ocean Blvd,San Diego,92109-2459,,721110.0,92109,Unanswered,Unknown/NotStated
RSF DESIGN GROUP INC,13470 Highlands Pl,San Diego,92130-2401,,442110.0,92130,White,Not Hispanic or Latino
MARROW FINE,3665 Caminito Court Ste. 720,SAN DIEGO,92130,,,92130,Unanswered,Unknown/NotStated
SIUMAN FAN A PROFESSIONAL DENTAL CORPOR,2221 Camino Del Rio South #208,SAN DIEGO,92108-3605,,621210.0,92108,Black or African American,Unknown/NotStated
EMERALD CHINESE SEAFOOD RESTAURANT INC.,3709 Convoy St Ste 101,San Diego,92111-3765,,722511.0,92111,Asian,Not Hispanic or Latino
"FRISELLA NEILSON, APC","2139 First Ave., Suite 200",San Diego,92101,,541110.0,92101,Unanswered,Not Hispanic or Latino
DOLAN XITCO CONSULTING GROUP,501 W Broadway Ste 710 Dx,San Diego,92101-8595,,541199.0,92101,White,Not Hispanic or Latino
MHS CUSTOMER SERVICE INC,7586 Trade St Ste C,San Diego,92121-2412,,236118.0,92121,Unanswered,Unknown/NotStated
WICKED MAINE LOBSTER LLC.,2820 HISTORIC DECATUR RD,SAN DIEGO,92106-6012,,722320.0,92106,Unanswered,Unknown/NotStated
"EMERALD CHINESE SEAFOOD RESTAURANT, INC.",3709 CONVOY ST STE 101,SAN DIEGO,92111-3765,,722511.0,92111,Asian,Not Hispanic or Latino
BALLESTER ROADHOUSE LLC,967 GARNET AVE,SAN DIEGO,92109-2729,,722511.0,92109,Unanswered,Hispanic or Latino
POSITIVE ADVENTURES LLC,4907 Morena Blvd #1401,San Diego,92117,,541990.0,92117,White,Not Hispanic or Latino
RGB GROUP INC.,4837 CASS ST,SAN DIEGO,92109,,237310.0,92109,Unanswered,Unknown/NotStated
DEMOR ENTERPRISES INC.,4174 Sorrento Valley Blvd Ste H,San Diego,92121-1424,,562910.0,92121,White,Not Hispanic or Latino
POON INVESTMENT GROUP NO 333 LLC,7389 Jackson Dr,San Diego,92119-2316,,722513.0,92119,Unanswered,Unknown/NotStated
STIVE SMITH,2250 4th Ave Ste 2,San Diego,92101-2124,,541511.0,92101,Unanswered,Unknown/NotStated
"OEM MANUFACTURING & SALES, LP",969 Buenos Ave,San Diego,92110,,333511.0,92110,Unanswered,Unknown/NotStated
INAILS & SPA INC.,4857 Ebony Ridge Rd,San Diego,92102-4866,,812112.0,92102,Unanswered,Unknown/NotStated
INAILS AND SPA,4857 ebony ridge rd,San Diego,92102-4866,,812112.0,92102,Unanswered,Unknown/NotStated
"COWO, INC",3036 EL CAJON BLVD,SAN DIEGO,92104,,722511.0,92104,Unanswered,Unknown/NotStated
NATHA ASSOC. INC.,1403 Rosecrans St,San Diego,92106-2238,Ramada by Wyndham,721110.0,92106,Unanswered,Not Hispanic or Latino
SCRIPPS RANCH PARTNERS INC,10393 Spring Canyon Rd # B,San Diego,92131-3916,,722511.0,92131,Unanswered,Unknown/NotStated
BUTTERFIELD SCHECHTER LLP,10021 WILLOW RD,SAN DIEGO,92131,,541110.0,92131,Unanswered,Unknown/NotStated
SOLEIL GROUP INC,4151 El Cajon Blvd Ste D,San Diego,92105-1167,Subway,722513.0,92105,Unanswered,Hispanic or Latino
"GARY AND MARY WEST SENIOR DENTAL CENTER, INC",1525,SAN DIEGO,92101,,621210.0,92101,Unanswered,Unknown/NotStated
BOSS LAW FIRM APC,"409 Camino del Rio South, Suite 201",SAN DIEGO,92108,,541110.0,92108,Unanswered,Unknown/NotStated
"FUSION HOTEL MANAGEMENT, LLC",2535 KETTNER BLVD,SAN DIEGO,92101-1217,,721110.0,92101,Unanswered,Unknown/NotStated
"1 STOP POOL PROS #5, INC.",7940 Silverton Ave,San Diego,92126-4375,,561790.0,92126,White,Not Hispanic or Latino
BUTTERFIELD SCHECHTER LLP,10021 WILLOW RD 200,SAN DIEGO,92131,,541110.0,92131,Unanswered,Unknown/NotStated
SPENCER GRAY L.L.C.,1545 Hotel Cir S Ste 280,San Diego,92108-3414,,561311.0,92108,White,Not Hispanic or Latino
INET INC.,2525 SHELTER DR E,SAN DIEGO,92106,,541511.0,92106,Unanswered,Unknown/NotStated
GLOBAL DISPOSAL REDUCTION SERVICES INC.,5694 Mission Center Rd # 470,San Diego,92108-4312,,541611.0,92108,Unanswered,Not Hispanic or Latino
MJ HOUSING AND SERVICES,1286 University Ave 530,San Diego,92103,,236115.0,92103,Unanswered,Unknown/NotStated
"ABSOLUTE CARE HEALTH SYSTEMS, INC",7940 SILVERTON AVE STE 202,SAN DIEGO,92126-6341,,621111.0,92126,Asian,Not Hispanic or Latino
ABSOLUTE CARE HEALTH SYSTEMS INC,12734 Belle Fleur Way,San Diego,92128-4194,,621610.0,92128,Asian,Not Hispanic or Latino
F & B ASSOCIATES OF PENNSYLVANIA,4901 Morena Boulevard,SAN DIEGO,92117,,722320.0,92117,White,Not Hispanic or Latino
MYRIAD SOFTWARE LLC,"10805 Rancho Bernardo Rd., Ste. 250",San Diego,92127-5713,,511210.0,92127,Unanswered,Unknown/NotStated
L'UVA D'ORO INC,1607 India St,San Diego,92101-2515,,722511.0,92101,Unanswered,Unknown/NotStated
THE CITY CHURCH OF SAN DIEGO,10802 Willow Ct,San Diego,92127-2408,,813110.0,92127,Unanswered,Unknown/NotStated
"PAVAN HOSPITALITY, L.L.C.",445 HOTEL CIR. S,SAN DIEGO,92108-3402,,721110.0,92108,Asian,Not Hispanic or Latino
DAVID M. KUPFER M.D INC,5395 Ruffin Rd,San Diego,92123-1338,,621111.0,92123,Unanswered,Unknown/NotStated
KM CRAM CORP,4359 E OVERLOOK DR,SAN DIEGO,92115,,812910.0,92115,Unanswered,Unknown/NotStated
LOTZ DOGGETT & RAWERS LLP,"101 WEST BROADWAY, SUITE 1110",SAN DIEGO,92101,,541110.0,92101,Unanswered,Unknown/NotStated
CROWN XPRESS TRANSPORT,9931 VIA DE LA AMISTAD,SAN DIEGO,92154,,484110.0,92154,Unanswered,Hispanic or Latino
DBSTATE LLC,6499 EL CAJON BLVD,SAN DIEGO,92115-2646,,453998.0,92115,Unanswered,Unknown/NotStated
ELECTRONIC PRINTING SOLUTIONS LLC,4879 RONSON CT C,SAN DIEGO,92111,,323111.0,92111,Unanswered,Unknown/NotStated
"SAND CLOUD HOLDINGS, LLC",4629 CASS ST STE 52,SAN DIEGO,92109,,454111.0,92109,Unanswered,Unknown/NotStated
VIVALDI HOLDINGS INC,15477 Tanner Ridge Rd,San Diego,92127-3654,,531210.0,92127,White,Not Hispanic or Latino
ONE N HALF INC,8055 Armour St Ste C,San Diego,92111-3795,,722511.0,92111,Unanswered,Not Hispanic or Latino
VASQUEZ MARSHALL ARCHITECTS,13220 Evening Creek Drive Ste 117,SAN DIEGO,92128,,541310.0,92128,Unanswered,Unknown/NotStated
HARBOR FOODS INC.,3111 Camino del Rio N,San Diego,92108-1798,Denny's,722511.0,92108,Unanswered,Unknown/NotStated
20-20 GOURMET INC,8993 MIRA MESA BLVD,SAN DIEGO,92126,,722511.0,92126,Asian,Not Hispanic or Latino
BIRD ROCK EXPO LLC,2305 Historic Decatur Rd Ste 100 Bird Rock Expo,San Diego,92106-6071,,561920.0,92106,Unanswered,Unknown/NotStated
CHAPOKAS LUCZYNSKI DENTAL PARTNERSHIP,3730 3rd Ave,San Diego,92103-4112,,621210.0,92103,Unanswered,Unknown/NotStated
BBG SD 4 LLC,1851 BACON ST,SAN DIEGO,92107-3015,,722511.0,92107,Unanswered,Unknown/NotStated
HAEGGQUIST & ECK LLP,225 Broadway Ste 2050,San Diego,92101-5096,,541110.0,92101,Unanswered,Unknown/NotStated
SI FUENTES AND FARIAS INC  DBA CASA MACHADO,3750 JOHN J MONTGOMERY DR,SAN DIEGO,92123,,722511.0,92123,White,Hispanic or Latino
"BENEFIT PRO INSURANCE SERVICES, INC.",2655 CAMINO DEL RIO,SAN DIEGO,92108-1671,,524210.0,92108,White,Not Hispanic or Latino
"CHANDAR ANIMAL SERVICES II, LLC",1136 MORENA BLVD,SAN DIEGO,92110-3811,,812910.0,92110,Unanswered,Unknown/NotStated
RETECH LABS INC,9820 WILLOW CREEK RD STE 110,SAN DIEGO,92131-1114,,541380.0,92131,Unanswered,Unknown/NotStated
"ADVANTECH GS ENTERPRISES, INC. NEW",11772 SORRENTO VALLEY RD,SAN DIEGO,92121,,541611.0,92121,Unanswered,Unknown/NotStated
"JOSEPHSON WERDOWATZ & ASSOCIATES, INC.","6370 LUSK BLVD, Ste F200",SAN DIEGO,92121-2751,,541330.0,92121,Unanswered,Unknown/NotStated
ASSESSMENTS24X7 LLC,BAINBRIDGE RD 2873 W BAINBRIDGE RD,SAN DIEGO,92106-6074,,541618.0,92106,White,Unknown/NotStated
CHAPOKAS LUCZYNSKI DENTAL PARTNERSHIP,3730 3rd Ave,SAN DIEGO,92103,,621210.0,92103,Unanswered,Unknown/NotStated
ELDERHELP OF SAN DIEGO,"3860 Calle Fortunada, #101",San Diego,92123,,624120.0,92123,Unanswered,Unknown/NotStated
LUCID ENTERPRISES INC,7974 CONVOY CT,SAN DIEGO,92111-1212,,562119.0,92111,Unanswered,Unknown/NotStated
IDENTITY THEFT RESOURCE,3625 Ruffin Rd Ste 204,San Diego,92123-1832,,813219.0,92123,Unanswered,Unknown/NotStated
QUALITY LOAN SERVICE CORPORATION OF WASHINGTON,2763 Camino del Rio S,San Diego,92108-3708,,541199.0,92108,Unanswered,Unknown/NotStated
THE YUMMY SHABU INC.,5667 Balboa Ave,San Diego,92111-2705,,722511.0,92111,Asian,Not Hispanic or Latino
RANCH & COAST LABEL INC,7920 Airway Rd Ste A10,San Diego,92154-8311,,323111.0,92154,Unanswered,Unknown/NotStated
LEO FOODS LLC,8929 CLAIRMONT MESA BLVD,SAN DIEGO,92123-1103,,722513.0,92123,Unanswered,Hispanic or Latino
"MALIMAR TECHNOLOGY GROUP, INC.",2831 Camino del Rio S,San Diego,92108,,541519.0,92108,Unanswered,Unknown/NotStated
"OMEGA ENGINEERING CONSULTANTS, INC.",4340 VIEWRIDGE AVE,SAN DIEGO,92123-1620,,541330.0,92123,White,Not Hispanic or Latino
EARLY LEARNERS CHILDREN'S ACADEMY,4050 TAYLOR ST,SAN DIEGO,92110-2737,,611110.0,92110,Unanswered,Unknown/NotStated
"NEXT LEFT, LLC",2255 Avenida De La Playa #3,San Diego,92037,,541870.0,92037,White,Not Hispanic or Latino
"VISAIC, INC.",9909 Mira Mesa Blvd Ste 230,SAN DIEGO,92131-3003,,511210.0,92131,Unanswered,Unknown/NotStated
KM WEST COAST INC,16769 Bernardo Center Dr,San Diego,92128-2546,Ben & Jerry's,722511.0,92128,Unanswered,Unknown/NotStated
NEW CITY AMERICA INC.,2011 W California St,SAN DIEGO,92110-2122,,541618.0,92110,White,Not Hispanic or Latino
LIMOUSINE CHAUFFEUR & GUIDE,3045 ROSECRANS ST STE 112,SAN DIEGO,92110,,485999.0,92110,Unanswered,Unknown/NotStated
DB LIBERTY LLC,2970 TRUXTUN RD,SAN DIEGO,92106-6115,,,92106,Unanswered,Unknown/NotStated
K SANDWICHES INC,7604 LINDA VISTA ROAD,SAN DIEGO,92111,,722310.0,92111,Unanswered,Unknown/NotStated
CLAY TILE VENTURE INC.,9155 BROWN DEER RD SUITE 5,SAN DIEGO,92121,,327120.0,92121,Unanswered,Unknown/NotStated
TSG CORPORATION,3860 Rosecrans St,San Diego,92110-3116,,532111.0,92110,Unanswered,Unknown/NotStated
"OASISMD, INC",8901 ACTIVITY RD,SAN DIEGO,92126,,621111.0,92126,Unanswered,Not Hispanic or Latino
"NATIONAL LENDING ASSOCIATES, INC.",11526 SORRENTO VALLEY RD STE G,SAN DIEGO,92121,,923110.0,92121,Unanswered,Unknown/NotStated
ARIZONA IOM LLC,2907 Shelter Island Dr Ste 105,San Diego,92106-2797,,541990.0,92106,Unanswered,Unknown/NotStated
"TOP QUALITY SUPPLEMENTS, LLC","1495 PACIFIC HIGHWAY, Suite 375",SAN DIEGO,92101,,454110.0,92101,White,Not Hispanic or Latino
EL BOHEMIO COFFEE HOUSE INC,141 University Ave Ste 4,San Diego,92103-3063,,722511.0,92103,Unanswered,Unknown/NotStated
VIGITRON INC.,"7810 TRADE ST, SUITE 100",SAN DIEGO,92121,,335999.0,92121,White,Not Hispanic or Latino
DERMATOLOGY PROFESSIONALS INCORPORATED,9878 HIBERT ST STE 100,SAN DIEGO,92131,,621111.0,92131,Unanswered,Unknown/NotStated
ENERGYSOURCE LLC,12544 High Bluff Dr Ste 320,San Diego,92130-3049,,221116.0,92130,Unanswered,Unknown/NotStated
"CHULA VISTA MARINA, LP",9619 CHESAPEAKE DR #103,SAN DIEGO,92123-1325,,713930.0,92123,Unanswered,Unknown/NotStated
NETWORKS 2000 INC.,910 Grand Ave Ste 208,San Diego,92109-4048,,811212.0,92109,Unanswered,Unknown/NotStated
CRITTENDEN RESEARCH INC.,7670 Opportunity Rd Ste 105,San Diego,92111-2222,,511120.0,92111,White,Not Hispanic or Latino
CRITTENDEN RESEARCH INC.,7670 Opportunity Rd,San Diego,92111-2274,,511120.0,92111,White,Not Hispanic or Latino
THE CHILD'S PRIMARY SCHOOL,3811 Mount  Acadia Blvd.,SAN DIEGO,92111,,611110.0,92111,Unanswered,Not Hispanic or Latino
"THE ZALKIN LAW FIRM, PC",10590 OCEAN AIR DR Suite 125,SAN DIEGO,92130-4682,,541110.0,92130,Unanswered,Unknown/NotStated
TFW CONSTRUCTION/DEVELOPMENT INC.,7460 Mission Valley Rd Ste 200,San Diego,92108-4438,,236220.0,92108,Unanswered,Unknown/NotStated
MARCO POLO GOURMET FOOD'S LLC,2760 5th Ave,San Diego,92103-6325,,722511.0,92103,White,Not Hispanic or Latino
"DIG A PONY, LLC",901 E Street,San Diego,92101,,722511.0,92101,Unanswered,Unknown/NotStated
JAPANESE FRIENDSHIP GARDEN SOCIETY OF SAN DIEGO,2125 PARK BLVD STE 2,SAN DIEGO,92101,,712120.0,92101,Unanswered,Unknown/NotStated
WATCH THAT MAN INC,3175 INDIA ST,SAN DIEGO,92103,,722511.0,92103,Unanswered,Unknown/NotStated
SINAK CORPORATION,4901 MORENA BLVD,SAN DIEGO,92117,,325998.0,92117,Unanswered,Unknown/NotStated
VIZCARRA ENTERPRISES LLC,1290 F ST,SAN DIEGO,92101,,541990.0,92101,White,Hispanic or Latino
"COPPELL TRANSPORT, INC",10100 Airway Road,San Diego,92154,,453998.0,92154,Unanswered,Unknown/NotStated
GARWOOD ATTORNEY ALC,1450 FRAZEE RD STE 501,SAN DIEGO,92108-4344,,541110.0,92108,Unanswered,Unknown/NotStated
"L1 TECHNOLOGIES, INC",530 B ST STE 300,SAN DIEGO,92101-4431,,511210.0,92101,Unanswered,Unknown/NotStated
PACIFICA DISCOVERY SUITE LLC,"1775 HANCOCK ST, Ste 200",SAN DIEGO,92110-2036,,721110.0,92110,Unanswered,Unknown/NotStated
"STEL BUILDERS, INC.",1650 Hotel Cir N Ste 215,San Diego,92108-2818,,236118.0,92108,Unanswered,Not Hispanic or Latino
SPLITTING 10S LLC,16761 Bernardo Center Dr. Ste. M1,San Diego,92128,,722511.0,92128,Unanswered,Not Hispanic or Latino
T REYNOLDS BEST GYM LLC,4164 Convoy St,San Diego,92111-3702,Hardcore Fitness Boot Camp,812990.0,92111,White,Not Hispanic or Latino
"TONY SCIARRINO STONE, INC.","10531 4S COMMONS DR, #641",SAN DIEGO,92127-3517,,238340.0,92127,White,Not Hispanic or Latino
DEMOR ENTERPRISES INC.,4174 SORRENTO VALLEY BLVD STE H,SAN DIEGO,92121,,562910.0,92121,White,Not Hispanic or Latino
UNITED TRUCK & CAR DRIVING SCHOOL INC,2425 Camino del Rio S Ste 250,San Diego,92108-3773,,611519.0,92108,Unanswered,Unknown/NotStated
NOBLE ENVIRONMENTAL TECHNOLOGIES CORP,6360 FEDERAL BLVD. STE. A,SAN DIEGO,92114,,321912.0,92114,Unanswered,Unknown/NotStated
KIM LONG INC,8995 MIRA MESA BLVD STE B,SAN DIEGO,92126,,443142.0,92126,Unanswered,Unknown/NotStated
RUCKLE CONSTRUCTION INC,4702 Monongahela St,San Diego,92117-2417,,236115.0,92117,Unanswered,Unknown/NotStated
THE SCINTILLON INSTITUTE,6868 Nancy Ridge Drive,San Diego,92121,,541720.0,92121,Unanswered,Unknown/NotStated
JJJ GROUP INC.,902 W Washington St,San Diego,92103-1807,,722511.0,92103,Unanswered,Unknown/NotStated
FARMERS TABLE INC.,860 W Washington St,San Diego,92103-1805,,722511.0,92103,Unanswered,Unknown/NotStated
BREWERY AT THE TOP OF THE MOUNTAIN LLC,4542 30th St,San Diego,92116-4247,,722410.0,92116,Unanswered,Unknown/NotStated
PIZZERIA LUIGI INC.,1137 25th St,San Diego,92102-2104,,722513.0,92102,Unanswered,Unknown/NotStated
THE JAPANESE FRIENDSHIP GARDEN SOCIETYOF SAN DIEGO,2215 Pan American Rd E,San Diego,92101-1656,,712110.0,92101,Unanswered,Unknown/NotStated
THE AUTOMOTIVE TRAINING GROUP INC.,7827 Convoy Ct Ste 408,San Diego,92111-1218,,561410.0,92111,White,Not Hispanic or Latino
"HACIENDA AT 12625 HIGH BLUFF DRIVE, LLC",12625 HIGH BLUFF DR STE 310,SAN DIEGO,92130-2054,Best Western - Membership Agreement,531190.0,92130,Unanswered,Unknown/NotStated
"TACNA SERVICES, INC",1401 Air Wing Rd,SAN DIEGO,92154,,561320.0,92154,Unanswered,Unknown/NotStated
"SAN DIEGO REALTY MANAGEMENT, INC.","11452 El Camino Real, Suite 200",San Diego,92130,,531311.0,92130,Unanswered,Unknown/NotStated
PINNACLE MIRAMAR LP,9310 Kearny Mesa Rd,San Diego,92126-4503,Best Western - Membership Agreement,721110.0,92126,Unanswered,Unknown/NotStated
POINT LOMA SPORTFISHING ASSOCIATION OF SAN DIEGO INC,1403 Scott St,San Diego,92106-2728,,487210.0,92106,Unanswered,Not Hispanic or Latino
SHEARSON INTERNATIONAL CORP.,8690 AERO DR STE 115,SAN DIEGO,92123-1757,,481219.0,92123,Unanswered,Unknown/NotStated
SHEARSON INTERNATIONAL CORP,8690 Aero Dr Ste 115,San Diego,92123-1757,,481211.0,92123,Unanswered,Unknown/NotStated
"TVPAGE, INC.",6827 Nancy Ridge Drive,San Diego,92121-2233,,425110.0,92121,Unanswered,Unknown/NotStated
JACOBS & SCHLESINGER LLP,1620 Fifth Avenue Suite 750,San Diego,92101,,,92101,Unanswered,Unknown/NotStated
EARLY LEARNERS CHILDREN'S ACADEMY,4050 Taylor St,San Diego,92110-2737,,624410.0,92110,Unanswered,Unknown/NotStated
"SAN DIEGO CENTER FOR FAMILY HEALTH, PROFESSIONAL CORPORATION",6280 JACKSON DR STE8,SAN DIEGO,92119-3436,,621111.0,92119,White,Unknown/NotStated
KURODASAN ENTERPRISES INC,3904 Convoy St Ste 121,San Diego,92111-3747,,722511.0,92111,Unanswered,Not Hispanic or Latino
"DB REAL ESTATE GROUP, INC.",15919 ATKINS PL,SAN DIEGO,92127-3650,,531210.0,92127,White,Hispanic or Latino
MAA BHAVANI NOM LLC,445 Hotel Cir S,San Diego,92108-3402,,721110.0,92108,Unanswered,Not Hispanic or Latino
CHICKEN FEED LLC,751 4th Ave,San Diego,92101-6934,,722511.0,92101,Black or African American,Not Hispanic or Latino
DIGGIMAC INC,3180 University Ave # 650,San Diego,92104-2045,,453998.0,92104,White,Not Hispanic or Latino
CANYON RIDGE BAPTIST CHURCH,6866 LINDA VISTA ROAD,SAN DIEGO,92111,,813110.0,92111,Unanswered,Unknown/NotStated
"GARY SNEAG, O.D. OPTOMETRIC CORPORATION",4310 GENESEE AVE STE 101,SAN DIEGO,92117,,621320.0,92117,White,Unknown/NotStated
"ROBERTO'S MEXICAN FOOD, INC.",2206 CARMEL VALLEY ROAD,SAN DIEGO,92014,,722511.0,92014,Unanswered,Unknown/NotStated
EARLY QUALITY SYSTEMS,565 PEARL ST STE 303,SAN DIEGO,92037,,611420.0,92037,White,Not Hispanic or Latino
TASTE & THIRST INC,715 4th Ave,San Diego,92101-6934,,722511.0,92101,Unanswered,Unknown/NotStated
HOTCAKES NO 4 INC,10155 Paseo Montril,San Diego,92129-2929,IHOP,722511.0,92129,Unanswered,Unknown/NotStated
PM CORPORATE GROUP INC.,2285 MICHAEL FARADAY DR 12,SAN DIEGO,92154-7926,,323111.0,92154,Unanswered,Unknown/NotStated
BINACORP INC,7007 CARROLL RD,SAN DIEGO,92121-2212,,238210.0,92121,Unanswered,Hispanic or Latino
HERITAGE TAX AND INSURANCE SERVICES INC,2650 CAMINO  N 350,SAN DIEGO,92108,,524298.0,92108,Unanswered,Unknown/NotStated
"DEL MAR EMBROIDERY, INC.",3910 SORRENTO VALLEY BLVD,SAN DIEGO,92121,,423990.0,92121,White,Not Hispanic or Latino
"EL CHAVITO, INC",6020 PROGRESSIVE AVE Suite 600,SAN DIEGO,92154-6632,,424450.0,92154,Unanswered,Not Hispanic or Latino
A-1 ALL AMERICAN ROOFING CO. SAN DIEGO INC.,7414 Trade St Ste B,San Diego,92121-3403,,238160.0,92121,White,Not Hispanic or Latino
SCOOTER BREW INC,1458 University Ave,San Diego,92103-3405,,722410.0,92103,Unanswered,Unknown/NotStated
AMSC CORPONE INC,1647 India Street,San Diego,92101,,722511.0,92101,White,Not Hispanic or Latino
AGA INVESTMENTS II INC.,8640 SIEMPRE VIVA ROAD,SAN DIEGO,92154,,488510.0,92154,Unanswered,Unknown/NotStated
GRECO TRAFICANTE SCHULZ &AMP; BRICK,600 BROADWAY  W,SAN DIEGO,92101,,541110.0,92101,Unanswered,Unknown/NotStated
SEACAMP SAN DIEGO,Fiesta Island Rd,San Diego,92109,,721214.0,92109,Unanswered,Unknown/NotStated
FREELANCE VPS LLC,7975 Raytheon Rd Suite 310,San Diego,92111-1622,,,92111,Unanswered,Unknown/NotStated
NODBEH ENTERPRISES INC,3351 India Street,San Diego,92103,,561740.0,92103,Unanswered,Unknown/NotStated
"CAFE 21 ADAMS, INC",2736 Adams Ave,San Diego,92116-1312,,722511.0,92116,Unanswered,Unknown/NotStated
"LEADPOPS, INC.",2665 ARIANE DR STE 201,SAN DIEGO,92117,,541511.0,92117,Unanswered,Unknown/NotStated
GOLD COAST TOWN CAR SERVICES,9733 Stonecrest Blvd,San Diego,92123-5418,,485320.0,92123,Unanswered,Not Hispanic or Latino
LOTZ DOGGETT & RAWERS LLP,101 W Broadway Ste 1110,San Diego,92101-8212,,541110.0,92101,Unanswered,Unknown/NotStated
